,Country,Continent,Rank,Title,Artists,Artist_clean,Album,Explicit,Duration
2611,South Africa,Africa,12,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
2612,South Africa,Africa,13,Intentions (feat. Quavo),"Justin Bieber, Quavo",Justin Bieber,Changes,0,3:32
2613,South Africa,Africa,14,Circles,Post Malone,Post Malone,Hollywood's Bleeding,0,3:35
2614,South Africa,Africa,15,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
2615,South Africa,Africa,16,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
2616,South Africa,Africa,17,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
2617,South Africa,Africa,18,Falling,Trevor Daniel,Trevor Daniel,Nicotine,0,2:39
2618,South Africa,Africa,19,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Megan Thee Stallion,Savage Remix (feat. Beyoncé),1,4:02
2619,South Africa,Africa,20,WHATS POPPIN,Jack Harlow,Jack Harlow,Sweet Action,1,2:19
2620,South Africa,Africa,21,Memories,Maroon 5,Maroon 5,Memories,0,3:09
2621,South Africa,Africa,22,You're the One,Elaine,Elaine,Elements,0,3:20
2622,South Africa,Africa,23,In Your Eyes,The Weeknd,The Weeknd,After Hours,1,3:57
2623,South Africa,Africa,24,Chicago Freestyle (feat. Giveon),"Drake, Giveon",Drake,Dark Lane Demo Tapes,1,3:40
2624,South Africa,Africa,25,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Doja Cat,Say So (feat. Nicki Minaj),1,3:26
2625,South Africa,Africa,26,HIGHEST IN THE ROOM,Travis Scott,Travis Scott,HIGHEST IN THE ROOM,1,2:55
2626,South Africa,Africa,27,goosebumps,Travis Scott,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
2627,South Africa,Africa,28,GOOBA,6ix9ine,6ix9ine,GOOBA,1,2:12
2628,South Africa,Africa,29,Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",Ed Sheeran,No.6 Collaborations Project,0,3:17
2629,South Africa,Africa,30,Go Crazy,"Chris Brown, Young Thug",Chris Brown,Slime & B,1,2:56
2630,South Africa,Africa,31,ROXANNE,Arizona Zervas,Arizona Zervas,ROXANNE,1,2:43
2631,South Africa,Africa,32,SICKO MODE,Travis Scott,Travis Scott,ASTROWORLD,1,5:12
2632,South Africa,Africa,33,Righteous,Juice WRLD,Juice WRLD,Righteous,1,4:03
2633,South Africa,Africa,34,Sunday Best,Surfaces,Surfaces,Where the Light Is,0,2:38
2634,South Africa,Africa,35,Party Girl,StaySolidRocky,StaySolidRocky,Party Girl,0,2:27
2635,South Africa,Africa,36,Be Kind (with Halsey),"Marshmello, Halsey",Marshmello,Be Kind (with Halsey),0,2:52
2636,South Africa,Africa,37,everything i wanted,Billie Eilish,Billie Eilish,everything i wanted,0,4:05
2637,South Africa,Africa,38,eMcimbini - Live,"Kabza De Small, DJ Maphorisa, Aymos, Samthing Soweto, Mas Musiq, Myztro",Kabza De Small,Scorpion Kings Live,0,6:47
2638,South Africa,Africa,39,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",Surf Mesa,ily (i love you baby) (feat. Emilee),0,2:56
2639,South Africa,Africa,40,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
2640,South Africa,Africa,41,WUNNA,Gunna,Gunna,WUNNA,1,2:38
2641,South Africa,Africa,42,"I Need You - From the Netflix original series ""Blood & Water""","Nasty C, Rowlene",Nasty C,"I Need You (From the Netflix original series ""Blood & Water"")",0,3:25
2642,South Africa,Africa,43,After Party,Don Toliver,Don Toliver,Heaven Or Hell,1,2:47
2643,South Africa,Africa,44,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Eminem,Music To Be Murdered By,1,3:30
2644,South Africa,Africa,45,Before You Go,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
2645,South Africa,Africa,46,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes,Shawn Mendes (Deluxe),0,3:10
2646,South Africa,Africa,47,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Post Malone,Hollywood's Bleeding,0,2:37
2647,South Africa,Africa,48,Breaking Me,"Topic, A7S",Topic,Breaking Me,0,2:46
2648,South Africa,Africa,49,I Don't Care (with Justin Bieber),"Ed Sheeran, Justin Bieber",Ed Sheeran,No.6 Collaborations Project,0,3:39
2649,South Africa,Africa,50,BELIEVE IT,"PARTYNEXTDOOR, Rihanna",PARTYNEXTDOOR,PARTYMOBILE,1,3:03
2650,Spain,Europe,1,PAM,"Justin Quiles, Daddy Yankee, El Alfa",Justin Quiles,PAM,1,3:21
2651,Spain,Europe,2,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Nio Garcia,La Jeepeta (Remix),1,5:45
2652,Spain,Europe,3,Nunca Estoy,C. Tangana,C. Tangana,Nunca Estoy,0,2:42
2653,Spain,Europe,4,Sola & Vacía,"Casper Magico, Anuel AA",Casper Magico,Sola & Vacía,1,3:02
2654,Spain,Europe,5,PA' ROMPERLA,"Bad Bunny, Don Omar",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:14
2655,Spain,Europe,6,Mil Tequilas,Chema Rivas,Chema Rivas,Mil Tequilas,0,4:15
2656,Spain,Europe,7,Favorito,Camilo,Camilo,Por Primera Vez,0,3:29
2657,Spain,Europe,8,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",Bad Bunny,YHLQMDLG,1,4:55
2658,Spain,Europe,9,Amarillo,J Balvin,J Balvin,Colores,0,2:37
2659,Spain,Europe,10,"Hola, Nena (feat. Omar Montes)","Nyno Vargas, Omar Montes",Nyno Vargas,"Hola, Nena (feat. Omar Montes)",0,3:10
2660,Spain,Europe,11,PORFA,"Feid, Justin Quiles",Feid,FERXXO (VOL 1: M.O.R),0,3:52
2661,Spain,Europe,12,Dime Bbsita,"Robledo, Alex Martini",Robledo,Dime Bbsita,0,2:54
2662,Spain,Europe,13,Tusa,"KAROL G, Nicki Minaj",KAROL G,Tusa,0,3:20
2663,Spain,Europe,14,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",Lola Indigo,4 besos,0,3:52
2664,Spain,Europe,15,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:03
2665,Spain,Europe,16,Relación,Sech,Sech,1 of 1,0,3:04
2666,Spain,Europe,17,Rojo,J Balvin,J Balvin,Colores,0,2:30
2667,Spain,Europe,18,Yo Perreo Sola,Bad Bunny,Bad Bunny,YHLQMDLG,0,2:52
2668,Spain,Europe,19,BAD CON NICKY,"Bad Bunny, Nicky Jam",Bad Bunny,LAS QUE NO IBAN A SALIR,1,3:22
2669,Spain,Europe,20,Loco,Beéle,Beéle,Loco,0,3:24
2670,Spain,Europe,21,Una Mala (Remix),"El Completo Rd, Chimbala",El Completo Rd,Una Mala (Remix),0,3:04
2671,Spain,Europe,22,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Rauw Alejandro,Elegí (feat. Dímelo Flow),0,3:17
2672,Spain,Europe,23,Se iluminaba,"Fred De Palma, Ana Mena",Fred De Palma,Uebe,0,2:54
2673,Spain,Europe,24,Tattoo,Rauw Alejandro,Rauw Alejandro,Tattoo,0,3:22
2674,Spain,Europe,25,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",Jhay Cortez,CÓMO SE SIENTE (Remix),1,3:47
2675,Spain,Europe,26,Tak Tiki Tak,Harry Nach,Harry Nach,Tak Tiki Tak,1,3:32
2676,Spain,Europe,27,El Efecto,"Rauw Alejandro, Chencho Corleone",Rauw Alejandro,El Efecto,0,3:37
2677,Spain,Europe,28,Sur y Norte,"Nengo Flow, Anuel AA",Nengo Flow,The Goat,1,3:35
2678,Spain,Europe,29,Enemigos,"Aitana, Reik",Aitana,Enemigos,0,3:17
2679,Spain,Europe,30,Diosa,Myke Towers,Myke Towers,Easy Money Baby,1,3:34
2680,Spain,Europe,31,Confía,"Sech, Daddy Yankee",Sech,1 of 1,0,3:22
2681,Spain,Europe,32,Atrévete,Yago Roche,Yago Roche,Atrévete,0,3:10
2682,Spain,Europe,33,Tu Eres Un Bom Bom - Remix,"Kafu Banton, Bad Gyal",Kafu Banton,Tu Eres Un Bom Bom (Remix),0,2:53
2683,Spain,Europe,34,Morado,J Balvin,J Balvin,Colores,0,3:20
2684,Spain,Europe,35,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
2685,Spain,Europe,36,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
2686,Spain,Europe,37,Si Tú La Quieres,"David Bisbal, Aitana",David Bisbal,Si Tú La Quieres,0,3:44
2687,Spain,Europe,38,La Difícil,Bad Bunny,Bad Bunny,YHLQMDLG,1,2:43
2688,Spain,Europe,39,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",Lunay,La Cama (Remix),0,5:30
2689,Spain,Europe,40,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",Rauw Alejandro,Fantasias (Remix) [feat. Farruko & Lunay],0,4:27
2690,Spain,Europe,41,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
2691,Spain,Europe,42,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
2692,Spain,Europe,43,Follow,"KAROL G, Anuel AA",KAROL G,Follow,0,3:23
2693,Spain,Europe,44,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",Lérica,Pegamos Tela,0,3:07
2694,Spain,Europe,45,Locura,"Cali Y El Dandee, Sebastian Yatra",Cali Y El Dandee,Colegio,0,3:29
2695,Spain,Europe,46,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",Rvfv,Prendio (Remix),0,3:11
2696,Spain,Europe,47,Ponte Pa' Mi,"Rauw Alejandro, Myke Towers, Sky Rompiendo",Rauw Alejandro,Ponte Pa' Mi,1,3:04
2697,Spain,Europe,48,Gris,J Balvin,J Balvin,Colores,0,2:56
2698,Spain,Europe,49,Alocao (With Bad Gyal),"Omar Montes, Bad Gyal",Omar Montes,Alocao (With Bad Gyal),0,3:29
2699,Spain,Europe,50,BYE ME FUI,Bad Bunny,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
2700,Sweden,Europe,1,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
2701,Sweden,Europe,2,Svag,Victor Leksell,Victor Leksell,Svag,0,3:11
2702,Sweden,Europe,3,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",DaBaby,BLAME IT ON BABY,1,3:01
2703,Sweden,Europe,4,Young & Heartless,Yasin,Yasin,98.01.11,1,2:25
2704,Sweden,Europe,5,Komplicerad,Miss Li,Miss Li,Complicated,0,2:40
2705,Sweden,Europe,6,Chris Tukker Ft Asme,"Yasin, Asme",Yasin,98.01.11,1,2:16
2706,Sweden,Europe,7,Hiphop N RnB,Yasin,Yasin,98.01.11,1,2:45
2707,Sweden,Europe,8,Source Ft Aden,"Yasin, Aden",Yasin,98.01.11,1,2:32
2708,Sweden,Europe,9,Workin,Yasin,Yasin,98.01.11,1,2:21
2709,Sweden,Europe,10,Spiderman ( Intro ),Yasin,Yasin,98.01.11,1,1:58
2710,Sweden,Europe,11,Buzz Light Year,Yasin,Yasin,98.01.11,1,2:38
2711,Sweden,Europe,12,Think About It,Yasin,Yasin,98.01.11,1,2:20
2712,Sweden,Europe,13,GOOBA,6ix9ine,6ix9ine,GOOBA,1,2:12
2713,Sweden,Europe,14,Amen,Yasin,Yasin,98.01.11,1,2:27
2714,Sweden,Europe,15,Drownin,Yasin,Yasin,98.01.11,1,2:24
2715,Sweden,Europe,16,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
2716,Sweden,Europe,17,En säng av rosor,Darin,Darin,En säng av rosor,0,3:42
2717,Sweden,Europe,18,In Your Eyes,The Weeknd,The Weeknd,After Hours,1,3:57
2718,Sweden,Europe,19,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
2719,Sweden,Europe,20,Kanske var vi rätt bra ändå,Newkid,Newkid,Kanske var vi rätt bra ändå,0,2:33
2720,Sweden,Europe,21,Ghetto Mamacita,"Einár, Dree Low",Einár,Welcome To Sweden,1,3:05
2721,Sweden,Europe,22,Lev nu dö sen,Miss Li,Miss Li,Lev nu dö sen,0,3:02
2722,Sweden,Europe,23,Passa dig,Miriam Bryant,Miriam Bryant,Passa dig,0,3:47
2723,Sweden,Europe,24,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
2724,Sweden,Europe,25,Lose Somebody,"Kygo, OneRepublic",Kygo,Lose Somebody,0,3:19
2725,Sweden,Europe,26,DIP DIP,"Dree Low, Owen",Dree Low,FLAWLESS 2,1,2:26
2726,Sweden,Europe,27,Sexcigg,Lov1,Lov1,Sexcigg,1,3:03
2727,Sweden,Europe,28,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
2728,Sweden,Europe,29,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
2729,Sweden,Europe,30,Sykepleierinnen (Sykehuset 2020),El Papi,El Papi,Sykepleierinnen (Sykehuset 2020),0,3:02
2730,Sweden,Europe,31,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
2731,Sweden,Europe,32,BLod,Asme,Asme,BLod,1,2:48
2732,Sweden,Europe,33,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
2733,Sweden,Europe,34,Welcome To Sweden,Einár,Einár,Welcome To Sweden,1,2:48
2734,Sweden,Europe,35,PIPPI,Dree Low,Dree Low,FLAWLESS,1,2:44
2735,Sweden,Europe,36,Rover (feat. DTG),"S1mba, DTG",S1mba,Rover (feat. DTG),1,2:47
2736,Sweden,Europe,37,Blueberry Faygo,Lil Mosey,Lil Mosey,Certified Hitmaker,1,2:42
2737,Sweden,Europe,38,Det Kommer Bli Bra,Laleh,Laleh,Det Kommer Bli Bra,0,3:51
2738,Sweden,Europe,39,Kings & Queens,Ava Max,Ava Max,Kings & Queens,0,2:42
2739,Sweden,Europe,40,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",Surf Mesa,ily (i love you baby) (feat. Emilee),0,2:56
2740,Sweden,Europe,41,Va händish,"Einár, Thrife",Einár,Welcome To Sweden,1,2:36
2741,Sweden,Europe,42,Think About Things,Daði Freyr,Daði Freyr,Think About Things,0,2:53
2742,Sweden,Europe,43,Nån av oss,Miriam Bryant,Miriam Bryant,Nån av oss,0,3:47
2743,Sweden,Europe,44,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
2744,Sweden,Europe,45,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
2745,Sweden,Europe,46,Chambea,Newkid,Newkid,Chambea,0,2:50
2746,Sweden,Europe,47,Apelsinskal (feat. Newkid),"Tjuvjakt, Newkid",Tjuvjakt,Apelsinskal (feat. Newkid),1,2:38
2747,Sweden,Europe,48,Like It Is,"Kygo, Zara Larsson, Tyga",Kygo,Like It Is,0,3:03
2748,Sweden,Europe,49,Alla drömmar är uppfyllda,Håkan Hellström,Håkan Hellström,Rampljus Vol. 1,0,5:20
2749,Sweden,Europe,50,Salt,Ava Max,Ava Max,Salt,0,3:00
2750,Switzerland,Europe,1,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",DaBaby,BLAME IT ON BABY,1,3:01
2751,Switzerland,Europe,2,Komm Komm,Capital Bra,Capital Bra,Komm Komm,0,2:40
2752,Switzerland,Europe,3,Roadrunner,Bonez MC,Bonez MC,Roadrunner,0,2:29
2753,Switzerland,Europe,4,Roses - Imanbek Remix,"SAINt JHN, Imanbek",SAINt JHN,Roses (Imanbek Remix),1,2:56
2754,Switzerland,Europe,5,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
2755,Switzerland,Europe,6,GOOBA,6ix9ine,6ix9ine,GOOBA,1,2:12
2756,Switzerland,Europe,7,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
2757,Switzerland,Europe,8,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",Surf Mesa,ily (i love you baby) (feat. Emilee),0,2:56
2758,Switzerland,Europe,9,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
2759,Switzerland,Europe,10,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
2760,Switzerland,Europe,11,Breaking Me,"Topic, A7S",Topic,Breaking Me,0,2:46
2761,Switzerland,Europe,12,Fame,Apache 207,Apache 207,Fame,0,2:53
2762,Switzerland,Europe,13,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
2763,Switzerland,Europe,14,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
2764,Switzerland,Europe,15,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",Black Eyed Peas,MAMACITA,1,4:09
2765,Switzerland,Europe,16,In Your Eyes (feat. Alida),"Robin Schulz, Alida",Robin Schulz,In Your Eyes (feat. Alida),0,3:28
2766,Switzerland,Europe,17,Nicht verdient,"Capital Bra, Loredana",Capital Bra,Nicht verdient,0,2:56
2767,Switzerland,Europe,18,Salt,Ava Max,Ava Max,Salt,0,3:00
2768,Switzerland,Europe,19,Tusa,"KAROL G, Nicki Minaj",KAROL G,Tusa,0,3:20
2769,Switzerland,Europe,20,Airwaves,Pashanim,Pashanim,Airwaves,0,2:58
2770,Switzerland,Europe,21,FAVELA,Dardan,Dardan,FAVELA,1,2:39
2771,Switzerland,Europe,22,The Box,Roddy Ricch,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
2772,Switzerland,Europe,23,Sunday Best,Surfaces,Surfaces,Where the Light Is,0,2:38
2773,Switzerland,Europe,24,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
2774,Switzerland,Europe,25,Supalonely,"BENEE, Gus Dapperton",BENEE,STELLA & STEVE,1,3:43
2775,Switzerland,Europe,26,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
2776,Switzerland,Europe,27,Kings & Queens,Ava Max,Ava Max,Kings & Queens,0,2:42
2777,Switzerland,Europe,28,Emotions,Ufo361,Ufo361,Rich Rich,0,2:26
2778,Switzerland,Europe,29,Lose Somebody,"Kygo, OneRepublic",Kygo,Lose Somebody,0,3:19
2779,Switzerland,Europe,30,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
2780,Switzerland,Europe,31,Blueberry Faygo,Lil Mosey,Lil Mosey,Certified Hitmaker,1,2:42
2781,Switzerland,Europe,32,HIGHEST IN THE ROOM,Travis Scott,Travis Scott,HIGHEST IN THE ROOM,1,2:55
2782,Switzerland,Europe,33,Roller,Apache 207,Apache 207,Platte,1,2:37
2783,Switzerland,Europe,34,Modela,Ardian Bujupi,Ardian Bujupi,Modela,0,2:34
2784,Switzerland,Europe,35,JAUNÉ,"Booba, Zed",Booba,JAUNÉ,1,3:35
2785,Switzerland,Europe,36,Before You Go,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
2786,Switzerland,Europe,37,Life Is Good (feat. Drake),"Future, Drake",Future,High Off Life,1,3:57
2787,Switzerland,Europe,38,Ride It,Regard,Regard,Ride It,0,2:37
2788,Switzerland,Europe,39,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
2789,Switzerland,Europe,40,Falling,Trevor Daniel,Trevor Daniel,Nicotine,0,2:39
2790,Switzerland,Europe,41,WHATS POPPIN,Jack Harlow,Jack Harlow,Sweet Action,1,2:19
2791,Switzerland,Europe,42,Boss Bitch,Doja Cat,Doja Cat,Boss Bitch,0,2:14
2792,Switzerland,Europe,43,Some Say,Nea,Nea,Some Say,0,2:55
2793,Switzerland,Europe,44,Don't Rush (feat. Headie One),"Young T & Bugsey, Headie One",Young T & Bugsey,Plead The 5th,1,3:27
2794,Switzerland,Europe,45,goosebumps,Travis Scott,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
2795,Switzerland,Europe,46,Say So,Doja Cat,Doja Cat,Hot Pink,1,3:57
2796,Switzerland,Europe,47,Fingertips,Tom Gregory,Tom Gregory,Fingertips,0,2:45
2797,Switzerland,Europe,48,GEHT NICH GIBS NICH,"KC Rebell, Summer Cem",KC Rebell,GEHT NICH GIBS NICH,0,3:00
2798,Switzerland,Europe,49,WIEDER MAL,"FOURTY, Monet192",FOURTY,WIEDER MAL,0,2:55
2799,Switzerland,Europe,50,Maison,Luciano,Luciano,Maison,0,3:13
2800,Taiwan,Asia,1,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Lady Gaga,Rain On Me (with Ariana Grande),0,3:02
2801,Taiwan,Asia,2,她沒在看我,瘦子E.SO,瘦子E.SO,她沒在看我,0,2:58
2802,Taiwan,Asia,3,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,831,"想見你想見你想見你(電視劇""想見你""片尾曲)",0,3:59
2803,Taiwan,Asia,4,eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",IU,eight,0,2:47
2804,Taiwan,Asia,5,Without You,高爾宣 OSN,高爾宣 OSN,#osnrap,0,2:55
2805,Taiwan,Asia,6,CHANGE,瘦子E.SO,瘦子E.SO,CHANGE,0,2:39
2806,Taiwan,Asia,7,太陽,Pika Chiu,Pika Chiu,邱振哲《遠行的太陽》首張創作專輯,0,4:22
2807,Taiwan,Asia,8,怎麼了,Eric Chou,Eric Chou,終於了解自由 (Deluxe),0,5:21
2808,Taiwan,Asia,9,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Ariana Grande,Stuck with U,0,3:48
2809,Taiwan,Asia,10,Be Kind (with Halsey),"Marshmello, Halsey",Marshmello,Be Kind (with Halsey),0,2:52
2810,Taiwan,Asia,11,天黑請閉眼 feat. 邱鋒澤,"Nine Chen, Feng Ze",Nine Chen,過 (PASS),0,4:46
2811,Taiwan,Asia,12,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,A-Lin,A-Lin原聲帶,0,3:57
2812,Taiwan,Asia,13,真的傻 (電影《一吻定情》追愛版主題曲),LaLa Hsu,LaLa Hsu,真的傻 (電影《一吻定情》追愛版主題曲),0,4:16
2813,Taiwan,Asia,14,Intentions (feat. Quavo),"Justin Bieber, Quavo",Justin Bieber,Changes,0,3:32
2814,Taiwan,Asia,15,Don't Start Now,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:03
2815,Taiwan,Asia,16,說好不哭,"Jay Chou, Ashin Chen",Jay Chou,說好不哭,0,3:42
2816,Taiwan,Asia,17,年少有為,Ronghao Li,Ronghao Li,耳朵,0,4:39
2817,Taiwan,Asia,18,Break My Heart,Dua Lipa,Dua Lipa,Future Nostalgia,0,3:41
2818,Taiwan,Asia,19,路過人間,Yisa Yu,Yisa Yu,路過人間,0,4:07
2819,Taiwan,Asia,20,Lose Somebody,"Kygo, OneRepublic",Kygo,Lose Somebody,0,3:19
2820,Taiwan,Asia,21,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Doja Cat,Say So (feat. Nicki Minaj),1,3:26
2821,Taiwan,Asia,22,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",Powfu,death bed (coffee for your head) (feat. beabadoobee),0,2:53
2822,Taiwan,Asia,23,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes,Shawn Mendes (Deluxe),0,3:10
2823,Taiwan,Asia,24,绿色,Shirley Chen,Shirley Chen,绿色,0,4:29
2824,Taiwan,Asia,25,Why You Gonna Lie,高爾宣 OSN,高爾宣 OSN,#osnrap,0,2:54
2825,Taiwan,Asia,26,浪流連,EggPlantEgg,EggPlantEgg,我們以後要結婚,0,4:13
2826,Taiwan,Asia,27,Blinding Lights,The Weeknd,The Weeknd,After Hours,0,3:20
2827,Taiwan,Asia,28,Memories,Maroon 5,Maroon 5,Memories,0,3:09
2828,Taiwan,Asia,29,句號,G.E.M.,G.E.M.,摩天動物園,0,3:55
2829,Taiwan,Asia,30,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",DaBaby,BLAME IT ON BABY,1,3:01
2830,Taiwan,Asia,31,披星戴月的想你,告五人,告五人,披星戴月的想你,0,5:49
2831,Taiwan,Asia,32,Toosie Slide,Drake,Drake,Dark Lane Demo Tapes,1,4:07
2832,Taiwan,Asia,33,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
2833,Taiwan,Asia,34,那女孩對我說,Rachel Liang,Rachel Liang,#2019還在聽,0,4:28
2834,Taiwan,Asia,35,Dance Monkey,Tones And I,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
2835,Taiwan,Asia,36,你的酒馆对我打了烊,Shirley Chen,Shirley Chen,你的酒馆对我打了烊,0,4:11
2836,Taiwan,Asia,37,COLORFUL,婁峻碩,婁峻碩,BOARDING,0,3:36
2837,Taiwan,Asia,38,Without You - Acoustic Version,"高爾宣 OSN, Vicky Chen",高爾宣 OSN,#osnrap,0,3:24
2838,Taiwan,Asia,39,Daechwita,Agust D,Agust D,D-2,1,3:45
2839,Taiwan,Asia,40,倒數,G.E.M.,G.E.M.,倒數,0,3:49
2840,Taiwan,Asia,41,最後一次,高爾宣 OSN,高爾宣 OSN,#osnrap,0,2:46
2841,Taiwan,Asia,42,Daisies,Katy Perry,Katy Perry,Daisies,0,2:53
2842,Taiwan,Asia,43,慢冷,Fish Leong,Fish Leong,我好嗎? - 太陽如常升起,0,4:49
2843,Taiwan,Asia,44,你要的全拿走,Tiger Hu,Tiger Hu,覅忒好,0,4:59
2844,Taiwan,Asia,45,Circles,Post Malone,Post Malone,Hollywood's Bleeding,0,3:35
2845,Taiwan,Asia,46,嚣张,En,En,嚣张,0,4:13
2846,Taiwan,Asia,47,WANNABE,ITZY,ITZY,IT'z ME,0,3:11
2847,Taiwan,Asia,48,Blueberry Faygo,Lil Mosey,Lil Mosey,Certified Hitmaker,1,2:42
2848,Taiwan,Asia,49,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,THE SCOTTS,1,2:45
2849,Taiwan,Asia,50,兜圈 (偶像劇「必娶女人」片尾曲),Yoga Lin,Yoga Lin,兜圈 (偶像劇「必娶女人」片尾曲),0,4:05
2850,Thailand,Asia,1,คิด(แต่ไม่)ถึง (Same Page?),Tilly Birds,Tilly Birds,คิด(แต่ไม่)ถึง (Same Page?),0,4:26
2851,Thailand,Asia,2,วาฬเกยตื้น,GUNGUN,GUNGUN,วาฬเกยตื้น,0,3:46
2852,Thailand,Asia,3,นิโคติน,Mirrr,Mirrr,นิโคติน,0,3:36
